task,cell,framing,feature_set,n_features,classifier,weighted,n_train,n_pos,n_neg,base_rate,pr_auc_mean,pr_auc_std,pr_auc_minority_mean,pr_auc_minority_std,recall_at_prec90_mean,recall_at_prec90_std,precision_at_recall50_mean,precision_at_recall50_std,logloss_mean,logloss_std,brier_mean,brier_std,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_at_op_mean,balanced_accuracy_at_op_std,oof_pr_auc,chosen_C,seconds
terminus,OpenCell/protein/6b,A_model2_terminus,MEANPOOL,2560,xgboost,False,1310,732,578,0.5587786259541985,0.7149656985851264,0.0267732128482344,0.6187237606571012,0.023832443441896,0.039521013885006,0.058774389638911,0.7319543464340723,0.0261703438818974,0.680746591091156,0.0292093787759161,0.2363789737224579,0.0103632055870553,0.6133345544169486,0.0195682056890745,0.5171593075422032,0.0263939637432888,0.7078949958765606,,36.47435164451599
terminus,OpenCell/protein/6b,A_model2_terminus,MEANPOOL,2560,xgboost,True,1310,732,578,0.5587786259541985,0.711050279227735,0.0202020151698226,0.6177085531444702,0.0264703547481832,0.0245457086944366,0.0282678884053461,0.7342836059203647,0.0378644706026465,0.6773381710052491,0.0246497987834083,0.235019564628601,0.0103444557048258,0.6194032701289836,0.0139777298925699,0.511403289129827,0.0122021445913318,0.7073256975386857,,34.94071865081787
terminus,OpenCell/protein/6b,A_model2_terminus,TERMINAL,7680,logreg,False,1310,732,578,0.5587786259541985,0.7307168840114895,0.0282833775759668,0.6861814243936213,0.0279120532492951,0.0614760972882303,0.0568699864580587,0.7391838343498216,0.0266653420327572,0.6206895589828492,0.0231612779622738,0.2152351438999176,0.0092783970753745,0.6505487855736656,0.0215432428557454,0.5281443454956894,0.0246834959443084,0.7284785029500978,"0.001,0.001,0.001,0.001,0.001",5.626492023468018
terminus,OpenCell/protein/6b,A_model2_terminus,TERMINAL,7680,logreg,True,1310,732,578,0.5587786259541985,0.7308413665287056,0.0288260327215893,0.6846209716033873,0.0277536640725897,0.0642158233156276,0.0623116784055931,0.7361141905433356,0.0279806934656344,0.6245167493820191,0.0237969487003697,0.2174857050180435,0.0093596824439647,0.6474332955132722,0.0100317318396121,0.529514208509388,0.0274002205060311,0.7285253390649115,"0.001,0.001,0.001,0.001,0.001",5.690349102020264
terminus,OpenCell/protein/6b,A_model2_terminus,TERMINAL,7680,xgboost,False,1310,732,578,0.5587786259541985,0.720589695563175,0.029670993591253,0.6685097036331286,0.0229564190777713,0.0667598546267822,0.0826249841013878,0.715565043061005,0.0370307590845679,0.6510714292526245,0.0337482252342726,0.225354978442192,0.0136437145712542,0.626428517639419,0.0335137635890728,0.5307712316612172,0.0356479630792789,0.719642818988309,,131.79789638519287
terminus,OpenCell/protein/6b,A_model2_terminus,TERMINAL,7680,xgboost,True,1310,732,578,0.5587786259541985,0.7254273979620447,0.0321468798514012,0.6730939255026518,0.0259410018817757,0.0465007920976609,0.0590272816305917,0.7262676774761099,0.0358281054385608,0.6404894948005676,0.0322401201227478,0.2213404059410095,0.0135558439069725,0.6441706823412447,0.0400333778008718,0.521526258117796,0.0257173767906254,0.7232996479870332,,134.18657183647156
terminus,baseline,reference,TOPOLOGY_SP,2,logreg,False,1310,732,578,0.5587786259541985,0.5716084608183103,0.005392294225723943,0.46998829783581497,0.00794286085188951,0.0,0.0,0.5719022748419741,0.005357756406996973,0.6671850681304932,0.005910952200076531,0.2392393708229065,0.0023173377858823137,0.5259670164917541,0.00758536796624691,0.5210513110791543,0.01517617249625069,0.5693011714409202,"10.0,10.0,10.0,10.0,10.0",1.6259729862213135
terminus,baseline,reference,TOPOLOGY_SP,2,logreg,True,1310,732,578,0.5587786259541985,0.5719022748419741,0.005357756406996973,0.47025464367053116,0.007623681915248355,0.0,0.0,0.5719022748419741,0.005357756406996973,0.6738806962966919,0.004570770668807281,0.2425768941640854,0.0016468686276446451,0.5259670164917541,0.00758536796624691,0.5259670164917541,0.00758536796624691,0.5694178135923141,"10.0,10.0,10.0,10.0,10.0",0.6399328708648682
terminus,baseline,reference,TOPOLOGY_SP,2,xgboost,False,1310,732,578,0.5587786259541985,0.5719022748419741,0.005357756406996973,0.47025464367053116,0.00762368191524837,0.0,0.0,0.5719022748419741,0.005357756406996973,0.6765493392944336,0.0006821689836144194,0.24188554883003235,0.0003194864068413947,0.5259670164917541,0.00758536796624691,0.5259670164917541,0.00758536796624691,0.5693065865396595,,0.6834971904754639
terminus,baseline,reference,TOPOLOGY_SP,2,xgboost,True,1310,732,578,0.5587786259541985,0.5719022748419741,0.005357756406996973,0.47025464367053116,0.00762368191524837,0.0,0.0,0.5719022748419741,0.005357756406996973,0.68449547290802,0.0005619323545229439,0.24585253298282622,0.0002302215242033671,0.5259670164917541,0.00758536796624691,0.5259670164917541,0.00758536796624691,0.5699542309926086,,0.19437456130981445
terminus,baseline,reference,TOPOLOGY_FULL,8,logreg,False,1310,732,578,0.5587786259541985,0.6573307415864049,0.024379028564444672,0.5912100128479908,0.03308658290243326,0.060106234274531725,0.024874313098546253,0.6408320362367397,0.04393149003507647,0.6486795783042908,0.013956641630360034,0.2301783174276352,0.0058272140564155596,0.5656412749733604,0.021436023948650525,0.5265898487714488,0.01076025031956704,0.6481168389350964,"1.0,0.1,0.1,1.0,10.0",0.6439144611358643
terminus,baseline,reference,TOPOLOGY_FULL,8,logreg,True,1310,732,578,0.5587786259541985,0.6586049469640447,0.024329555650634424,0.5906322425617321,0.033765939184075375,0.06147609728823036,0.025628819558847785,0.6402628498613365,0.04860610127921971,0.655016016960144,0.012330233467603863,0.23319256603717803,0.004617847662530447,0.5611579973222781,0.025955558493305626,0.5272747802782981,0.011129184539316873,0.6492535953887435,"1.0,0.1,0.1,1.0,10.0",0.6144099235534668
terminus,baseline,reference,TOPOLOGY_FULL,8,xgboost,False,1310,732,578,0.5587786259541985,0.6609278857866803,0.0229936585152415,0.5970703396354613,0.01673046688923114,0.06418786692759296,0.02294394219383575,0.6466052790183309,0.020993949216881115,0.674579119682312,0.013613451919882879,0.24027943313121797,0.006034100396062993,0.5881676592511684,0.01543654211746497,0.5286306650979794,0.009776191620666052,0.6574432724620782,,0.7204773426055908
terminus,baseline,reference,TOPOLOGY_FULL,8,xgboost,True,1310,732,578,0.5587786259541985,0.660900522252408,0.023331743857816774,0.5965554745618512,0.020420135580346395,0.06694623054701333,0.029235381555534876,0.6494716153411806,0.028630102195470145,0.678400194644928,0.013585315311582103,0.24292442202568054,0.006071857652502394,0.5783329463308603,0.02640813869617199,0.5300098469076897,0.013223142273601041,0.6583830846637032,,0.5397684574127197
filter,baseline,reference,TOPOLOGY_SP,2,logreg,False,1757,1310,447,0.7455890722822994,0.7520454446221153,0.009714571870610932,0.26847338439754165,0.018908344896024054,0.0,0.0,0.7528878006070838,0.0097672434674662,0.5675599932670593,0.0031241089170866722,0.18998684883117675,0.0013899022983185482,0.49845183978042706,0.0045362356310316,0.5165521151995119,0.02383714588507108,0.7479570144922668,"0.01,0.01,0.001,0.1,1.0",0.824589729309082
filter,baseline,reference,TOPOLOGY_SP,2,logreg,True,1757,1310,447,0.7455890722822994,0.7516100320763237,0.009919935577830085,0.26562749578760814,0.019878201767652412,0.0,0.0,0.7525971389389171,0.009974040107401853,0.6917832851409912,0.0035001191943536715,0.24897006154060364,0.0015082475243378564,0.515428519693894,0.024510784269248794,0.5139875727859259,0.02571037335971077,0.7467131732870207,"0.1,0.1,0.001,1.0,1.0",0.7595465183258057
filter,baseline,reference,TOPOLOGY_SP,2,xgboost,False,1757,1310,447,0.7455890722822994,0.7520222301980157,0.009721009152325528,0.26867131636039987,0.025695926744912143,0.0,0.0,0.7523120111361419,0.009723805285534686,0.5686097145080566,0.004614394608153583,0.19049137234687805,0.002026675673412937,0.4999231876185303,0.0034848849406355327,0.5165521151995119,0.02383714588507108,0.7476706680683101,,0.35077404975891113
filter,baseline,reference,TOPOLOGY_SP,2,xgboost,True,1757,1310,447,0.7455890722822994,0.7520281575228727,0.009716572657491773,0.269827885355039,0.028414623122554817,0.0,0.0,0.7524496463135484,0.010027357255933497,0.691622519493103,0.003670719243675995,0.24888332784175873,0.0015932527563348676,0.5165521151995119,0.02383714588507108,0.5165521151995119,0.02383714588507108,0.7476790554014245,,0.2495265007019043
filter,baseline,reference,TOPOLOGY_FULL,8,logreg,False,1757,1310,447,0.7455890722822994,0.8135770425132671,0.021993614787472734,0.3839888207028187,0.05302973736852543,0.0732824427480916,0.06440097497525588,0.8151224301838436,0.020455775406311293,0.5483124375343322,0.01262467620777428,0.18204504549503325,0.005297626521212856,0.5107060830450487,0.010808858096534937,0.5265912837960183,0.023114921685620283,0.8094412128888557,"0.01,0.01,0.01,0.1,0.01",1.3596456050872803
filter,baseline,reference,TOPOLOGY_FULL,8,logreg,True,1757,1310,447,0.7455890722822994,0.8135301214118416,0.02206090583287295,0.3840260263866019,0.05353006052217085,0.06793893129770992,0.07137506632735735,0.8149432691916342,0.021909877544889985,0.6658891677856446,0.009051653908402289,0.23580397963523864,0.0039583731915287974,0.575368384938674,0.03781422267953405,0.5250306391819386,0.025587182496374577,0.8077507062589417,"0.01,0.01,0.01,0.1,0.01",1.5157198905944824
filter,baseline,reference,TOPOLOGY_FULL,8,xgboost,False,1757,1310,447,0.7455890722822994,0.8146686166568798,0.012025691238400167,0.38308668766325926,0.06265024527402069,0.09618320610687023,0.09932468202640708,0.8124291622355402,0.02935198930942533,0.5707381963729858,0.024050231214415015,0.18869016468524932,0.01062277089551428,0.5613277296509135,0.03820445937008302,0.5324611411308383,0.03512816079141385,0.8120002519580283,,0.7350959777832031
filter,baseline,reference,TOPOLOGY_FULL,8,xgboost,True,1757,1310,447,0.7455890722822994,0.8181373400143942,0.014850740826953939,0.3806914239328408,0.0761155567146396,0.10076335877862594,0.0714362711975383,0.8176660175047272,0.034213376593463,0.6461429119110107,0.023223339034656648,0.2252357453107834,0.010462446868856737,0.5768840476122403,0.0475284895717207,0.5336026531720844,0.02704742234368711,0.8145403336777232,,0.5681352615356445
