task,cell,framing,feature_set,n_features,classifier,weighted,n_train,n_pos,n_neg,base_rate,pr_auc_mean,pr_auc_std,pr_auc_minority_mean,pr_auc_minority_std,recall_at_prec90_mean,recall_at_prec90_std,precision_at_recall50_mean,precision_at_recall50_std,logloss_mean,logloss_std,brier_mean,brier_std,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_at_op_mean,balanced_accuracy_at_op_std,oof_pr_auc,chosen_C,seconds
filter,OpenCell/protein+tag/6b,B_construct,TERMINAL,10240,logreg,False,1757,1310,447,0.7455890722822994,0.8969332022568107,0.0152313999545722,0.6159090926947451,0.0706221308686652,0.5977099236641221,0.0896581052697899,0.9166503113865648,0.0136821066693592,0.46568363904953,0.0332551373023154,0.146989619731903,0.0136209051736415,0.6710954817927972,0.036305179975139,0.7037488444787527,0.0295098201037601,0.8956678682574276,"0.001,0.001,0.001,0.001,0.001",18.3133544921875
filter,OpenCell/protein+tag/6b,B_construct,TERMINAL,10240,logreg,True,1757,1310,447,0.7455890722822994,0.8946196836073407,0.0152942011019031,0.6096196390976045,0.0694910258523794,0.5992366412213741,0.0767640662638121,0.9136208395090174,0.0079444537126106,0.502389544248581,0.0294012931394725,0.1642008870840072,0.0118690877355894,0.7027184530786899,0.0302492544848191,0.7045246876518856,0.0252498365233142,0.8937120262656464,"0.001,0.001,0.001,0.001,0.001",21.00485372543335
filter,OpenCell/protein+tag/6b,B_construct,TERMINAL,10240,xgboost,False,1757,1310,447,0.7455890722822994,0.893697539723336,0.019820558586801,0.587629005424947,0.0632305238133354,0.6,0.0773972021718264,0.9154565162683044,0.0062745365897893,0.527854835987091,0.0501670707287618,0.1578587472438812,0.0142361447253367,0.635579571337355,0.028307392750754,0.7026716604244694,0.0262914518276088,0.8908773720692175,,228.23740577697757
filter,OpenCell/protein+tag/6b,B_construct,TERMINAL,10240,xgboost,True,1757,1310,447,0.7455890722822994,0.8909725311425973,0.0166998039118759,0.5680367900342728,0.0675304927659482,0.567175572519084,0.1082113237026152,0.9033974462616996,0.0129392690930178,0.5031974673271179,0.0378881276765059,0.1593840628862381,0.0129644518341489,0.6769999332894949,0.0427235876574153,0.6929885353232124,0.036768380891738,0.8882376924662081,,235.69046998023987
terminus,baseline,reference,FLOOR,21,logreg,False,1310,732,578,0.5587786259541985,0.6567966978153923,0.0420327919263956,0.5787837526088365,0.0384742981759187,0.0245457086944366,0.0274776793077875,0.6584333690134556,0.0391879347990895,0.6645535111427308,0.0145757284371803,0.2357619106769561,0.0068494525688252,0.5862483274717128,0.0205814554151544,0.5105412201643098,0.0131744373563804,0.6470988495734717,"0.01,0.01,0.01,0.01,0.01",1.7490360736846924
terminus,baseline,reference,FLOOR,21,logreg,True,1310,732,578,0.5587786259541985,0.656983191585042,0.0415299844293598,0.5788388682582781,0.0380626019171518,0.0245457086944366,0.0274776793077875,0.6594661465422115,0.0391190101341789,0.6711587071418762,0.0142296851768676,0.2390878170728683,0.0067737979099092,0.5892859210595989,0.0476773136759894,0.5105412201643098,0.0131744373563804,0.6470386611626169,"0.01,0.01,0.01,0.01,0.01",1.0163094997406006
terminus,baseline,reference,FLOOR,21,xgboost,False,1310,732,578,0.5587786259541985,0.6670832810606673,0.0099650456895358,0.5666285780637841,0.04191761432163,0.0355139316000372,0.0302859866811237,0.6599988195661298,0.0267974770469297,0.7042133808135986,0.0435709272007525,0.248924109339714,0.0179469289165531,0.5898790247034715,0.034335266816798,0.5160253316171102,0.0128083661965722,0.6615833866861942,,0.774763822555542
terminus,baseline,reference,FLOOR,21,xgboost,True,1310,732,578,0.5587786259541985,0.6628607875667383,0.0103423505636311,0.5685154043754961,0.0370205866864021,0.0409654272667971,0.0340466742842261,0.6688224900889932,0.0288113242297801,0.7043069720268249,0.036358364780658,0.2501467406749725,0.0149473696976941,0.586685620008,0.0216927597138434,0.5187510794504899,0.014884083490745,0.6578812689168976,,0.7426326274871826
terminus,OpenCell/protein/300m,A_model2_terminus,MEANPOOL,960,logreg,False,1310,732,578,0.5587786259541985,0.7078133044552027,0.0212156363888168,0.6329507431277838,0.0367461859952625,0.046519429689684,0.0244769801070068,0.7108927470966757,0.029817523198463,0.6378891348838807,0.012854474692486,0.2229778587818146,0.0062834070822929,0.6313163057833677,0.017879323695595,0.5206735079482903,0.0099538977020306,0.7035606056943452,"0.001,0.001,0.001,0.001,0.01",2.2567615509033203
terminus,OpenCell/protein/300m,A_model2_terminus,MEANPOOL,960,logreg,True,1310,732,578,0.5587786259541985,0.7085875978847908,0.0200617014437254,0.6327127179944974,0.0360469312049995,0.0478892927033827,0.0256963244307112,0.7106575209040202,0.0268866206792401,0.6437394142150878,0.013002983757266,0.2257218480110168,0.0061878385720907,0.6430668318342925,0.0235461148303102,0.5213584394551397,0.0105556819773561,0.7039769007954623,"0.001,0.001,0.001,0.001,0.01",2.4191036224365234
terminus,OpenCell/protein/300m,A_model2_terminus,MEANPOOL,960,xgboost,False,1310,732,578,0.5587786259541985,0.7305507256159303,0.0214878387226464,0.6680456278898749,0.015626084537075,0.0477215543751747,0.0387982451190295,0.7508694854175951,0.0329874629918822,0.6444002628326416,0.0198617645496712,0.220972266793251,0.0086348176289592,0.6562162349074274,0.0238744630825269,0.5203975088217703,0.0185142203251851,0.7268766980900201,,12.038114070892334
terminus,OpenCell/protein/300m,A_model2_terminus,MEANPOOL,960,xgboost,True,1310,732,578,0.5587786259541985,0.7281602406619608,0.0213803478838177,0.6582305406490498,0.0097824448042715,0.05745969620725,0.0805756730797491,0.733524926481496,0.0158622848154557,0.6498065710067749,0.0155727481274357,0.2239061832427978,0.0065912785812122,0.6492914306056365,0.0195967246698335,0.5252815722415561,0.0354998875074218,0.7225199599795232,,11.962927103042604
terminus,OpenCell/protein/300m,A_model2_terminus,TERMINAL,2880,logreg,False,1310,732,578,0.5587786259541985,0.7466281181019762,0.0140070447138166,0.7037832241380059,0.0289716965352752,0.0969900288882676,0.0414314367591667,0.741050117530725,0.0223696401511696,0.6008983612060547,0.0128352660871988,0.2073963105678558,0.0058257926492685,0.6631753119805767,0.0201112960402846,0.542438042929891,0.0168730005646682,0.74402694908613,"0.001,0.001,0.001,0.001,0.001",2.840010643005371
terminus,OpenCell/protein/300m,A_model2_terminus,TERMINAL,2880,logreg,True,1310,732,578,0.5587786259541985,0.747232340952197,0.0137596993106807,0.7031055434330357,0.0283113529567805,0.0983598919019662,0.0426146335699219,0.7392106510833012,0.013722718353326,0.6052965760231018,0.0114178190458879,0.2098331838846206,0.0049726087834487,0.6591095813569312,0.0103964034725837,0.5431229744367403,0.0174690864192795,0.7445429601601106,"0.001,0.001,0.001,0.001,0.001",2.90044379234314
terminus,OpenCell/protein/300m,A_model2_terminus,TERMINAL,2880,xgboost,False,1310,732,578,0.5587786259541985,0.7611801805890135,0.0202550327870722,0.7002683770632787,0.0150982625965987,0.1474885844748858,0.0835341157534847,0.7697768428645835,0.0410652641317203,0.6159460544586182,0.0238759421679161,0.2117122858762741,0.0096810200311032,0.6522955421925604,0.0275056230842994,0.5650861213229001,0.0349735351941161,0.7587905520651281,,40.94675850868225
terminus,OpenCell/protein/300m,A_model2_terminus,TERMINAL,2880,xgboost,True,1310,732,578,0.5587786259541985,0.7558995031553796,0.0167239214193152,0.6988056390614179,0.0146473456780113,0.1173609169695275,0.0660654612129805,0.754691085855257,0.0534487259017823,0.6160646915435791,0.0158493164875432,0.2125952959060669,0.0067572421634967,0.6542790954257287,0.0177015008690629,0.5508843565357383,0.0283162697206622,0.7522413450445744,,42.30094003677368
terminus,OpenCell/protein/6b,A_model2_terminus,MEANPOOL,2560,logreg,False,1310,732,578,0.5587786259541985,0.7120640445207063,0.0188846954328107,0.6258798002075439,0.0300677006280866,0.0272574783337992,0.0369591015682132,0.7265536049128694,0.0244709520705281,0.6363685488700866,0.014914298338778,0.222500792145729,0.0069254199192834,0.6296817114227341,0.03164286519597,0.5110350360184739,0.0184213724752766,0.708988507844199,"0.001,0.001,0.001,0.001,0.001",2.915008783340454
terminus,OpenCell/protein/6b,A_model2_terminus,MEANPOOL,2560,logreg,True,1310,732,578,0.5587786259541985,0.7125470979309808,0.0182313853415961,0.625010301645045,0.0298995739210788,0.0258876153201006,0.0367616994762577,0.7286176126279219,0.023098311704213,0.6416364073753357,0.0141788735334539,0.2248985916376114,0.0064844983118375,0.6387992305217254,0.0314584795849958,0.5103501045116245,0.0182007563379038,0.7098225961820452,"0.001,0.001,0.001,0.001,0.001",2.90102767944336
